Signals-> 0 1 2 3 4 5    6    7    8   9   10  11  12  13   14 15 16 17 18 19 20    21 22 23 24 25 

sample

241       0 0 1 0 0 0A1h 0A1h 0F0h 00h 00h 00h 00h 00h 0A1h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
242       0 0 1 0 0 0A2h 0A2h 0F0h 00h 00h 00h 00h 00h 0A2h 0  0  0  1  0h 0  2126h 0  1  0  0  0  
243       0 0 1 0 0 0A3h 0A3h 0F0h 00h 00h 00h 00h 00h 0A3h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
244       0 0 1 0 0 0A4h 0A4h 0F0h 00h 00h 00h 00h 00h 0A4h 0  0  0  1  0h 0  2126h 0  1  0  0  0  
245       0 0 1 0 0 0A5h 0A5h 0F0h 00h 00h 00h 00h 00h 0A5h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
246       0 0 1 0 0 0A6h 0A6h 0F0h 00h 00h 00h 00h 00h 0A6h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
247       0 0 1 0 0 0A7h 0A7h 0F0h 00h 00h 00h 00h 00h 0A7h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
248       0 0 1 0 0 0A8h 0A8h 0F0h 00h 00h 00h 00h 00h 0A8h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
249       0 0 1 0 0 0A8h 0A8h 0F0h 00h 00h 00h 00h 00h 0A8h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
250       0 0 1 0 0 0A8h 0A8h 0F0h 00h 00h 00h 00h 00h 0A8h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
251       0 0 1 0 0 0A8h 0A8h 0F0h 00h 00h 00h 00h 00h 0A8h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
252       0 0 1 0 0 0A9h 0A9h 0F0h 00h 00h 00h 00h 00h 0A9h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
253       0 0 1 0 0 0AAh 0AAh 0F0h 00h 00h 00h 00h 00h 0AAh 0  0  0  1  0h 0  2125h 0  1  0  0  0  
254       0 0 1 0 0 0ABh 0ABh 0F0h 00h 00h 00h 00h 00h 0ABh 0  0  0  1  0h 0  2105h 0  1  0  0  0  
255       0 0 1 0 0 0ACh 0ACh 0F0h 00h 00h 00h 00h 00h 0ACh 0  0  0  1  0h 0  2105h 0  1  0  0  0  
256       0 0 1 0 0 0ADh 0ADh 0F0h 00h 00h 00h 00h 00h 0ADh 0  0  0  1  0h 0  2105h 0  1  0  0  0  
257       0 0 1 0 0 0AEh 0AEh 0F0h 00h 00h 00h 00h 00h 0AEh 0  0  0  1  0h 0  2125h 0  1  0  0  0  
258       0 0 1 0 0 0AFh 0AFh 0F0h 00h 00h 00h 00h 00h 0AFh 0  0  0  1  0h 0  2946h 0  1  0  0  0  
259       0 0 1 0 0 0B0h 0B0h 0F0h 00h 00h 00h 00h 00h 0B0h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
260       0 0 1 0 0 0B0h 0B0h 0F0h 00h 00h 00h 00h 00h 0B0h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
261       0 0 1 0 0 0B0h 0B0h 0F0h 00h 00h 00h 00h 00h 0B0h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
262       0 0 1 0 0 0B0h 0B0h 0F0h 00h 00h 00h 00h 00h 0B0h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
263       0 0 1 0 0 0B1h 0B1h 0F0h 00h 00h 00h 00h 00h 0B1h 0  0  0  1  0h 0  39E8h 0  1  0  0  0  
264       0 0 1 0 0 0B2h 0B2h 0F0h 00h 00h 00h 00h 00h 0B2h 0  0  0  1  0h 0  4A6Ah 0  1  0  0  0  
265       0 0 1 0 0 0B3h 0B3h 0F0h 00h 00h 00h 00h 00h 0B3h 0  0  0  1  0h 0  632Dh 0  1  0  0  0  
266       0 0 1 0 0 0B4h 0B4h 0F0h 00h 00h 00h 00h 00h 0B4h 0  0  0  1  0h 0  73CFh 0  1  0  0  0  
267       0 0 1 0 0 0B5h 0B5h 0F0h 00h 00h 00h 00h 00h 0B5h 0  0  0  1  0h 0  8C92h 0  1  0  0  0  
268       0 0 1 0 0 0B6h 0B6h 0F0h 00h 00h 00h 00h 00h 0B6h 0  0  0  1  0h 0  9CF4h 0  1  0  0  0  
269       0 0 1 0 0 0B7h 0B7h 0F0h 00h 00h 00h 00h 00h 0B7h 0  0  0  1  0h 0  A535h 0  1  0  0  0  
270       0 0 1 0 0 0B8h 0B8h 0F0h 00h 00h 00h 00h 00h 0B8h 0  0  0  1  0h 0  AD76h 0  1  0  0  0  
271       0 0 1 0 0 0B8h 0B8h 0F0h 00h 00h 00h 00h 00h 0B8h 0  0  0  1  0h 0  AD76h 0  1  0  0  0  
272       0 0 1 0 0 0B8h 0B8h 0F0h 00h 00h 00h 00h 00h 0B8h 0  0  0  1  0h 0  AD76h 0  1  0  0  0  
273       0 0 1 0 0 0B8h 0B8h 0F0h 00h 00h 00h 00h 00h 0B8h 0  0  0  1  0h 0  AD76h 0  1  0  0  0  
274       0 0 1 0 0 0B9h 0B9h 0F0h 00h 00h 00h 00h 00h 0B9h 0  0  0  1  0h 0  B596h 0  1  0  0  0  
275       0 0 1 0 0 0BAh 0BAh 0F0h 00h 00h 00h 00h 00h 0BAh 0  0  0  1  0h 0  B596h 0  1  0  0  0  
276       0 0 1 0 0 0BBh 0BBh 0F0h 00h 00h 00h 00h 00h 0BBh 0  0  0  1  0h 0  B596h 0  1  0  0  0  
277       0 0 1 0 0 0BCh 0BCh 0F0h 00h 00h 00h 00h 00h 0BCh 0  0  0  1  0h 0  BDB7h 0  1  0  0  0  
278       0 0 1 0 0 0BDh 0BDh 0F0h 00h 00h 00h 00h 00h 0BDh 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
279       0 0 1 0 0 0BEh 0BEh 0F0h 00h 00h 00h 00h 00h 0BEh 0  0  0  1  0h 0  BDB7h 0  1  0  0  0  
280       0 0 1 0 0 0BFh 0BFh 0F0h 00h 00h 00h 00h 00h 0BFh 0  0  0  1  0h 0  BDB7h 0  1  0  0  0  
281       0 0 1 0 0 0C0h 0C0h 0F0h 00h 00h 00h 00h 00h 0C0h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
282       0 0 1 0 0 0C0h 0C0h 0F0h 00h 00h 00h 00h 00h 0C0h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
283       0 0 1 0 0 0C0h 0C0h 0F0h 00h 00h 00h 00h 00h 0C0h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
284       0 0 1 0 0 0C0h 0C0h 0F0h 00h 00h 00h 00h 00h 0C0h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
285       0 0 1 0 0 0C1h 0C1h 0F0h 00h 00h 00h 00h 00h 0C1h 0  0  0  1  0h 0  C5F7h 0  1  0  0  0  
286       0 0 1 0 0 0C2h 0C2h 0F0h 00h 00h 00h 00h 00h 0C2h 0  0  0  1  0h 0  C5D7h 0  1  0  0  0  
287       0 0 1 0 0 0C3h 0C3h 0F0h 00h 00h 00h 00h 00h 0C3h 0  0  0  1  0h 0  C5F7h 0  1  0  0  0  
288       0 0 1 0 0 0C4h 0C4h 0F0h 00h 00h 00h 00h 00h 0C4h 0  0  0  1  0h 0  C5D7h 0  1  0  0  0  
289       0 0 1 0 0 0C5h 0C5h 0F0h 00h 00h 00h 00h 00h 0C5h 0  0  0  1  0h 0  C5D7h 0  1  0  0  0  
290       0 0 1 0 0 0C6h 0C6h 0F0h 00h 00h 00h 00h 00h 0C6h 0  0  0  1  0h 0  C5F7h 0  1  0  0  0  
291       0 0 1 0 0 0C7h 0C7h 0F0h 00h 00h 00h 00h 00h 0C7h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
292       0 0 1 0 0 0C8h 0C8h 0F0h 00h 00h 00h 00h 00h 0C8h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
293       0 0 1 0 0 0C8h 0C8h 0F0h 00h 00h 00h 00h 00h 0C8h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
294       0 0 1 0 0 0C8h 0C8h 0F0h 00h 00h 00h 00h 00h 0C8h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
295       0 0 1 0 0 0C8h 0C8h 0F0h 00h 00h 00h 00h 00h 0C8h 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
296       0 0 1 0 0 0C9h 0C9h 0F0h 00h 00h 00h 00h 00h 0C9h 0  0  0  1  0h 0  C5D7h 0  1  0  0  0  
297       0 0 1 0 0 0CAh 0CAh 0F0h 00h 00h 00h 00h 00h 0CAh 0  0  0  1  0h 0  BDD7h 0  1  0  0  0  
298       0 0 1 0 0 0CBh 0CBh 0F0h 00h 00h 00h 00h 00h 0CBh 0  0  0  1  0h 0  BDB7h 0  1  0  0  0  
299       0 0 1 0 0 0CCh 0CCh 0F0h 00h 00h 00h 00h 00h 0CCh 0  0  0  1  0h 0  BDB7h 0  1  0  0  0  
300       0 0 1 0 0 0CDh 0CDh 0F0h 00h 00h 00h 00h 00h 0CDh 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
301       0 0 1 0 0 0CEh 0CEh 0F0h 00h 00h 00h 00h 00h 0CEh 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
302       0 0 1 0 0 0CFh 0CFh 0F0h 00h 00h 00h 00h 00h 0CFh 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
303       0 0 1 0 0 0D0h 0D0h 0F0h 00h 00h 00h 00h 00h 0D0h 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
304       0 0 1 0 0 0D0h 0D0h 0F0h 00h 00h 00h 00h 00h 0D0h 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
305       0 0 1 0 0 0D0h 0D0h 0F0h 00h 00h 00h 00h 00h 0D0h 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
306       0 0 1 0 0 0D0h 0D0h 0F0h 00h 00h 00h 00h 00h 0D0h 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
307       0 0 1 0 0 0D1h 0D1h 0F0h 00h 00h 00h 00h 00h 0D1h 0  0  0  1  0h 0  BDB6h 0  1  0  0  0  
308       0 0 1 0 0 0D2h 0D2h 0F0h 00h 00h 00h 00h 00h 0D2h 0  0  0  1  0h 0  BD96h 0  1  0  0  0  
309       0 0 1 0 0 0D3h 0D3h 0F0h 00h 00h 00h 00h 00h 0D3h 0  0  0  1  0h 0  BD75h 0  1  0  0  0  
310       0 0 1 0 0 0D4h 0D4h 0F0h 00h 00h 00h 00h 00h 0D4h 0  0  0  1  0h 0  BD75h 0  1  0  0  0  
311       0 0 1 0 0 0D5h 0D5h 0F0h 00h 00h 00h 00h 00h 0D5h 0  0  0  1  0h 0  BD95h 0  1  0  0  0  
312       0 0 1 0 0 0D6h 0D6h 0F0h 00h 00h 00h 00h 00h 0D6h 0  0  0  1  0h 0  BD95h 0  1  0  0  0  
313       0 0 1 0 0 0D7h 0D7h 0F0h 00h 00h 00h 00h 00h 0D7h 0  0  0  1  0h 0  BD75h 0  1  0  0  0  
314       0 0 1 0 0 0D8h 0D8h 0F0h 00h 00h 00h 00h 00h 0D8h 0  0  0  1  0h 0  B575h 0  1  0  0  0  
315       0 0 1 0 0 0D8h 0D8h 0F0h 00h 00h 00h 00h 00h 0D8h 0  0  0  1  0h 0  B575h 0  1  0  0  0  
316       0 0 1 0 0 0D8h 0D8h 0F0h 00h 00h 00h 00h 00h 0D8h 0  0  0  1  0h 0  B575h 0  1  0  0  0  
317       0 0 1 0 0 0D8h 0D8h 0F0h 00h 00h 00h 00h 00h 0D8h 0  0  0  1  0h 0  B575h 0  1  0  0  0  
318       0 0 1 0 0 0D9h 0D9h 0F0h 00h 00h 00h 00h 00h 0D9h 0  0  0  1  0h 0  BD54h 0  1  0  0  0  
319       0 0 1 0 0 0DAh 0DAh 0F0h 00h 00h 00h 00h 00h 0DAh 0  0  0  1  0h 0  B554h 0  1  0  0  0  
320       0 0 1 0 0 0DBh 0DBh 0F0h 00h 00h 00h 00h 00h 0DBh 0  0  0  1  0h 0  B554h 0  1  0  0  0  
321       0 0 1 0 0 0DCh 0DCh 0F0h 00h 00h 00h 00h 00h 0DCh 0  0  0  1  0h 0  B554h 0  1  0  0  0  
322       0 0 1 0 0 0DDh 0DDh 0F0h 00h 00h 00h 00h 00h 0DDh 0  0  0  1  0h 0  B554h 0  1  0  0  0  
323       0 0 1 0 0 0DEh 0DEh 0F0h 00h 00h 00h 00h 00h 0DEh 0  0  0  1  0h 0  B554h 0  1  0  0  0  
324       0 0 1 0 0 0DFh 0DFh 0F0h 00h 00h 00h 00h 00h 0DFh 0  0  0  1  0h 0  B533h 0  1  0  0  0  
325       0 0 1 0 0 0E0h 0E0h 0F0h 00h 00h 00h 00h 00h 0E0h 0  0  0  1  0h 0  B533h 0  1  0  0  0  
326       0 0 1 0 0 0E0h 0E0h 0F0h 00h 00h 00h 00h 00h 0E0h 0  0  0  1  0h 0  B533h 0  1  0  0  0  
327       0 0 1 0 0 0E0h 0E0h 0F0h 00h 00h 00h 00h 00h 0E0h 0  0  0  1  0h 0  B533h 0  1  0  0  0  
328       0 0 1 0 0 0E0h 0E0h 0F0h 00h 00h 00h 00h 00h 0E0h 0  0  0  1  0h 0  B533h 0  1  0  0  0  
329       0 0 1 0 0 0E1h 0E1h 0F0h 00h 00h 00h 00h 00h 0E1h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
330       0 0 1 0 0 0E2h 0E2h 0F0h 00h 00h 00h 00h 00h 0E2h 0  0  0  1  0h 0  B533h 0  1  0  0  0  
331       0 0 1 0 0 0E3h 0E3h 0F0h 00h 00h 00h 00h 00h 0E3h 0  0  0  1  0h 0  B533h 0  1  0  0  0  
332       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
333       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
334       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
335       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
336       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
337       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
338       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
339       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
340       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
341       0 0 1 0 0 0E4h 0E4h 0F0h 00h 00h 00h 00h 00h 0E4h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
342       0 0 1 0 0 0E5h 0E5h 0F0h 00h 00h 00h 00h 00h 0E5h 0  0  0  1  0h 0  B512h 0  1  0  0  0  
343       0 0 1 0 0 0E6h 0E6h 0F0h 00h 00h 00h 00h 00h 0E6h 0  0  0  1  0h 0  ACF2h 0  1  0  0  0  
344       0 0 1 0 0 0E7h 0E7h 0F0h 00h 00h 00h 00h 00h 0E7h 0  0  0  1  0h 0  ACF1h 0  1  0  0  0  
345       0 0 1 0 0 0E8h 0E8h 0F0h 00h 00h 00h 00h 00h 0E8h 0  0  0  1  0h 0  ACF1h 0  1  0  0  0  
346       0 0 1 0 0 0E9h 0E9h 0F0h 00h 00h 00h 00h 00h 0E9h 0  0  0  1  0h 0  ACD1h 0  1  0  0  0  
347       0 0 1 0 0 0EAh 0EAh 0F0h 00h 00h 00h 00h 00h 0EAh 0  0  0  1  0h 0  ACD1h 0  1  0  0  0  
348       0 0 1 0 0 0EBh 0EBh 0F0h 00h 00h 00h 00h 00h 0EBh 0  0  0  1  0h 0  ACD0h 0  1  0  0  0  
349       0 0 1 0 0 0ECh 0ECh 0F0h 00h 00h 00h 00h 00h 0ECh 0  0  0  1  0h 0  ACF1h 0  1  0  0  0  
350       0 0 1 0 0 0ECh 0ECh 0F0h 00h 00h 00h 00h 00h 0ECh 0  0  0  1  0h 0  ACF1h 0  1  0  0  0  
351       0 0 1 0 0 0ECh 0ECh 0F0h 00h 00h 00h 00h 00h 0ECh 0  0  0  1  0h 0  ACF1h 0  1  0  0  0  
352       0 0 1 0 0 0ECh 0ECh 0F0h 00h 00h 00h 00h 00h 0ECh 0  0  0  1  0h 0  ACF1h 0  1  0  0  0  
353       0 0 1 0 0 0EDh 0EDh 0F0h 00h 00h 00h 00h 00h 0EDh 0  0  0  1  0h 0  ACD0h 0  1  0  0  0  
354       0 0 1 0 0 0EEh 0EEh 0F0h 00h 00h 00h 00h 00h 0EEh 0  0  0  1  0h 0  ACD0h 0  1  0  0  0  
355       0 0 1 0 0 0EFh 0EFh 0F0h 00h 00h 00h 00h 00h 0EFh 0  0  0  1  0h 0  ACAFh 0  1  0  0  0  
356       0 0 1 0 0 0F0h 0F0h 0F0h 00h 00h 00h 00h 00h 0F0h 0  0  0  1  0h 0  ACAFh 0  1  0  0  0  
357       0 0 0 0 0 0F0h 0F0h 0F0h 00h 00h 00h 00h 00h 0F0h 0  0  0  1  0h 0  ACAFh 0  0  1  0  0  
358       0 0 0 0 0 000h 0F0h 000h 00h 00h 00h 00h 00h 000h 0  0  0  1  0h 0  ACAFh 0  0  0  1  0  
359       0 0 0 0 0 000h 0F0h 000h 00h 00h 00h 00h 00h 000h 0  0  0  1  1h 0  ACAFh 0  0  0  1  0  
360       0 0 0 0 0 000h 0F0h 000h 00h 00h 00h 00h 00h 000h 0  0  0  1  2h 0  ACAFh 0  0  0  1  0  
361       0 0 0 0 0 000h 0F0h 000h 00h 00h 00h 00h 00h 000h 0  0  0  1  3h 0  ACAFh 0  0  0  1  0  
362       0 0 0 0 0 000h 0F0h 000h 00h 00h 00h 00h 00h 000h 0  0  0  1  4h 0  ACAFh 0  0  0  1  0  
363       0 0 0 0 0 000h 0F0h 000h 00h 00h 00h 00h 00h 000h 0  0  0  1  5h 1  ACAFh 0  0  0  1  0  
364       0 0 0 1 1 000h 0F0h 000h 00h 00h 00h 00h 00h 000h 0  0  0  1  6h 1  ACAFh 0  0  0  1  0  
365       0 0 0 1 1 001h 0F0h 001h 00h 00h 00h 04h 01h 001h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
366       0 0 0 1 1 002h 0F0h 002h 04h 00h 00h 04h 02h 002h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
367       0 0 0 1 1 003h 0F0h 003h 04h 04h 00h 04h 03h 003h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
368       0 0 0 1 1 004h 0F0h 004h 04h 04h 04h 04h 04h 004h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
369       0 0 0 1 1 005h 0F0h 005h 04h 04h 04h 08h 05h 005h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
370       0 0 0 1 1 006h 0F0h 006h 08h 04h 04h 08h 06h 006h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
371       0 0 0 1 1 007h 0F0h 007h 08h 08h 04h 08h 07h 007h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
372       0 0 0 1 1 008h 0F0h 008h 08h 08h 08h 08h 08h 008h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
373       0 0 0 1 1 009h 0F0h 009h 08h 08h 08h 0Ch 09h 009h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
374       0 0 0 1 1 00Ah 0F0h 00Ah 0Ch 08h 08h 0Ch 0Ah 00Ah 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
375       0 0 0 1 1 00Bh 0F0h 00Bh 0Ch 0Ch 08h 0Ch 0Bh 00Bh 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
376       0 0 0 1 1 00Ch 0F0h 00Ch 0Ch 0Ch 0Ch 0Ch 0Ch 00Ch 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
377       0 0 0 1 1 00Dh 0F0h 00Dh 0Ch 0Ch 0Ch 10h 0Dh 00Dh 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
378       0 0 0 1 1 00Eh 0F0h 00Eh 10h 0Ch 0Ch 10h 0Eh 00Eh 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
379       0 0 0 1 1 00Fh 0F0h 00Fh 10h 10h 0Ch 10h 0Fh 00Fh 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
380       0 0 0 1 1 010h 0F0h 010h 10h 10h 10h 10h 10h 010h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
381       0 0 0 1 1 011h 0F0h 011h 10h 10h 10h 14h 11h 011h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
382       0 0 0 1 1 012h 0F0h 012h 14h 10h 10h 14h 12h 012h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
383       0 0 0 1 1 013h 0F0h 013h 14h 14h 10h 14h 13h 013h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
384       0 0 0 1 1 014h 0F0h 014h 14h 14h 14h 14h 14h 014h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
385       0 0 0 1 1 015h 0F0h 015h 14h 14h 14h 18h 15h 015h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
386       0 0 0 1 1 016h 0F0h 016h 18h 14h 14h 18h 16h 016h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
387       0 0 0 1 1 017h 0F0h 017h 18h 18h 14h 18h 17h 017h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
388       0 0 0 1 1 018h 0F0h 018h 18h 18h 18h 18h 18h 018h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
389       0 0 0 1 1 019h 0F0h 019h 18h 18h 18h 1Ch 19h 019h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
390       0 0 0 1 1 01Ah 0F0h 01Ah 1Ch 18h 18h 1Ch 1Ah 01Ah 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
391       0 0 0 1 1 01Bh 0F0h 01Bh 1Ch 1Ch 18h 1Ch 1Bh 01Bh 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
392       0 0 0 1 1 01Ch 0F0h 01Ch 1Ch 1Ch 1Ch 1Ch 1Ch 01Ch 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
393       0 0 0 1 1 01Dh 0F0h 01Dh 1Ch 1Ch 1Ch 20h 1Dh 01Dh 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
394       0 0 0 1 1 01Eh 0F0h 01Eh 20h 1Ch 1Ch 20h 1Eh 01Eh 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
395       0 0 0 1 1 01Fh 0F0h 01Fh 20h 20h 1Ch 20h 1Fh 01Fh 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
396       0 0 0 1 1 020h 0F0h 020h 20h 20h 20h 20h 20h 020h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
397       0 0 0 1 1 021h 0F0h 021h 20h 20h 20h 24h 21h 021h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
398       0 0 0 1 1 022h 0F0h 022h 24h 20h 20h 24h 22h 022h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
399       0 0 0 1 1 023h 0F0h 023h 24h 24h 20h 24h 23h 023h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
400       0 0 0 1 1 024h 0F0h 024h 24h 24h 24h 24h 24h 024h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
401       0 0 0 1 1 025h 0F0h 025h 24h 24h 24h 28h 25h 025h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
402       0 0 0 1 1 026h 0F0h 026h 28h 24h 24h 28h 26h 026h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
403       0 0 0 1 1 027h 0F0h 027h 28h 28h 24h 28h 27h 027h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
404       0 0 0 1 1 028h 0F0h 028h 28h 28h 28h 28h 28h 028h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
405       0 0 0 1 1 029h 0F0h 029h 28h 28h 28h 2Ch 29h 029h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
406       0 0 0 1 1 02Ah 0F0h 02Ah 2Ch 28h 28h 2Ch 2Ah 02Ah 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
407       0 0 0 1 1 02Bh 0F0h 02Bh 2Ch 2Ch 28h 2Ch 2Bh 02Bh 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
408       0 0 0 1 1 02Ch 0F0h 02Ch 2Ch 2Ch 2Ch 2Ch 2Ch 02Ch 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
409       0 0 0 1 1 02Dh 0F0h 02Dh 2Ch 2Ch 2Ch 30h 2Dh 02Dh 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
410       0 0 0 1 1 02Eh 0F0h 02Eh 30h 2Ch 2Ch 30h 2Eh 02Eh 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
411       0 0 0 1 1 02Fh 0F0h 02Fh 30h 30h 2Ch 30h 2Fh 02Fh 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
412       0 0 0 1 1 030h 0F0h 030h 30h 30h 30h 30h 30h 030h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
413       0 0 0 1 1 031h 0F0h 031h 30h 30h 30h 34h 31h 031h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
414       0 0 0 1 1 032h 0F0h 032h 34h 30h 30h 34h 32h 032h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
415       0 0 0 1 1 033h 0F0h 033h 34h 34h 30h 34h 33h 033h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
416       0 0 0 1 1 034h 0F0h 034h 34h 34h 34h 34h 34h 034h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
417       0 0 0 1 1 035h 0F0h 035h 34h 34h 34h 38h 35h 035h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
418       0 0 0 1 1 036h 0F0h 036h 38h 34h 34h 38h 36h 036h 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
419       0 0 0 1 1 037h 0F0h 037h 38h 38h 34h 38h 37h 037h 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
420       0 0 0 1 1 038h 0F0h 038h 38h 38h 38h 38h 38h 038h 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
421       0 0 0 1 1 039h 0F0h 039h 38h 38h 38h 3Ch 39h 039h 1  0  0  0  7h 1  ACAFh 0  0  0  1  0  
422       0 0 0 1 1 03Ah 0F0h 03Ah 3Ch 38h 38h 3Ch 3Ah 03Ah 0  1  0  0  7h 1  ACAFh 0  0  0  1  0  
423       0 0 0 1 1 03Bh 0F0h 03Bh 3Ch 3Ch 38h 3Ch 3Bh 03Bh 0  0  1  0  7h 1  ACAFh 0  0  0  1  0  
424       0 0 0 1 1 03Ch 0F0h 03Ch 3Ch 3Ch 3Ch 3Ch 3Ch 03Ch 0  0  0  1  7h 1  ACAFh 0  0  0  1  0  
